"value","variable","issue_type","uuid"
"طلق زوجته","relocating_primary_reason_other","to could be recoded","c7d983e4-9dc3-45d3-bbdf-b2b2850b68b4"
"No lack of water.","other_sources_of_drinking_water_other","to could be recoded","1038287a-dcbb-4461-9bab-9b7deb6a9af7"
"Buy truck-tanker of water.","adapt_to_lack_of_water_other","to could be recoded","1038287a-dcbb-4461-9bab-9b7deb6a9af7"
"They depend on water from borehole. In case there was a lack of water, they buy tankers.","adapt_to_lack_of_water_other","to could be recoded","9413eee5-a328-43fb-8b0e-83cb8df2e44f"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","0bdaab8c-7b01-4c6b-a20f-98cb507ce7a9"
"ساحل العاج","hoh_nationality_other","to could be recoded","2d727096-5b66-4648-9e56-a17a15367340"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","2d727096-5b66-4648-9e56-a17a15367340"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","1a7f96e0-1a9a-460c-a4ba-746b3c691ec5"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","4d8730c2-9c48-4682-9610-c47dcbe54bc8"
"أجرة نقل من أجل التعليم الجامعي","first_priority_need_other","to could be recoded","f4ccc787-be7d-456e-af04-078f882e1312"
"قطر","country_destination_3_months_other","to could be recoded","a2e27c3a-13ff-47f6-b669-5dd87ab508ee"
"لم يرد أحد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","a2e27c3a-13ff-47f6-b669-5dd87ab508ee"
"محسوبية","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","a2e27c3a-13ff-47f6-b669-5dd87ab508ee"
"Cameroonian","hoh_nationality_other","to could be recoded","3fc9dbc8-67d0-42fd-9e06-d501a2c7388f"
"موجود في البلد الاصلي","reason_children_are_not_living_in_the_hh_other","to could be recoded","a8f39a8f-f523-44f8-8363-05386d2e4d4d"
"لا يوجد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","ca761540-76cb-47da-8d83-952232ee6d94"
"Divorce","relocating_primary_reason_other","to could be recoded","ae84d0db-eeaa-49c6-86b5-78b4ad6c193f"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","854b1fa3-6323-4f41-aa90-349ae4a08a63"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","03b88f68-7273-4be3-b5a9-15c11af49649"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","2d1ccf83-fc54-43f2-b582-e958fb3be43e"
"EDZ","hh_electricity_sources_other","to could be recoded","2d1ccf83-fc54-43f2-b582-e958fb3be43e"
"كهرباء","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","259e049d-2c70-48c3-bea7-6ea02c405bed"
"لم ين
تم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","f8a0331e-3ca5-42f2-910e-a4b4f61babb7"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","2575f2b4-c7b3-48cf-bad1-6817bca3b0d0"
"لا يتم الرد","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","2575f2b4-c7b3-48cf-bad1-6817bca3b0d0"
"No water shortage","adapt_to_lack_of_water_other","to could be recoded","7ec55253-6bac-4432-b63a-839a1b1d9000"
"امداد كهرباء من الجيران (لمبة)","hh_electricity_sources_other","to could be recoded","00422501-9fda-40ff-806b-c1fcd4511ecd"
"دعم من الاقرباء خارج لبنان","main_sources_of_income_other","to could be recoded","07c48fd2-f987-461f-96bf-90676b8b725f"
"Australia","country_destination_3_months_other","to could be recoded","7beb8b72-3bb6-486b-af45-00880010307b"
"فاتورة المياه للدولة","main_reasons_taking_debt_other","to could be recoded","7beb8b72-3bb6-486b-af45-00880010307b"
"مياه الخزان","main_source_of_drinking_water_other","to could be recoded","7beb8b72-3bb6-486b-af45-00880010307b"
"جرائم القتل","main_safety_security_concerns_for_women_other","to could be recoded","7beb8b72-3bb6-486b-af45-00880010307b"
"جرائم القتل","main_safety_security_concerns_for_men_other","to could be recoded","7beb8b72-3bb6-486b-af45-00880010307b"
"القتل","main_safety_security_concerns_for_women_other","to could be recoded","ffe7761d-83fe-4684-a0e7-d4996f979a3c"
"القتل","main_safety_security_concerns_for_men_other","to could be recoded","ffe7761d-83fe-4684-a0e7-d4996f979a3c"
"مساعدة من جهة سياسية
","main_sources_of_income_other","to could be recoded","bc015097-79cc-4b91-9cbc-cc6a5356a83b"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","0a5b6d10-096a-423c-bb2f-6faf639c4bfb"
"الإيجار","relocating_primary_reason_other","to could be recoded","3ba100a3-2d99-4934-86b5-101dffc4cde2"
"الغودة الى الوطن","relocating_primary_reason_other","to could be recoded","5f07f3e3-2f7a-4ae8-b308-25f39e0f8b5b"
"مشاكل شخصيه مع صاحب البيت","relocating_primary_reason_other","to could be recoded","a9da7ad1-eebd-4352-a5b0-c4cf9818bba6"
"بيت تنك","shelter_type_hh_live_in_other","to could be recoded","6e5fb839-b850-4238-b60f-909308cea6c3"
"ملكية الدولة","occupancy_arrangement_in_current_dwelling_other","to could be recoded","6e5fb839-b850-4238-b60f-909308cea6c3"
"المعيشة الغاليه","relocating_primary_reason_other","to could be recoded","a97ae3df-566e-4c8e-9aec-030992c4e480"
"الكلفة الباهظه","issues_accessing_hygien_items_other","to could be recoded","a97ae3df-566e-4c8e-9aec-030992c4e480"
"تفضيل الجنسيه السوريه","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","a97ae3df-566e-4c8e-9aec-030992c4e480"
"عدم الاحترافيه","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","a97ae3df-566e-4c8e-9aec-030992c4e480"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","95884944-d180-455e-b934-c5efc74698b5"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","661f652c-659f-4dac-bed4-f8d78ce01a6a"
"Recomendation for work","first_need_preferred_modality_to_get_assistance_other","to could be recoded","fbd35ffe-5e78-4381-a44c-662bb72a6efb"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","6e40a4f3-8d1c-4d73-b3ce-ee109a5160d3"
"محسوبية","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","27b326d8-fbde-45b4-841a-9792dd0963f1"
"لم أتلقى اي رد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","3fc8138a-0907-4a73-9a26-f48fec5ee20c"
"South Africa","country_destination_3_months_other","to could be recoded","d8769be1-96b8-4f6e-b48d-02c900c7360b"
"Norway","country_destination_12_months_other","to could be recoded","90159402-8653-41ad-a8ef-1e618755ea75"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","cd28f89b-2fb9-4d0c-9911-70edb844e997"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","82f3fdb0-9dd7-419b-bae1-4556a1de8d9d"
"Armenian","hoh_nationality_other","to could be recoded","d8a3cb1d-c118-40e0-ad3d-aaf8ebe3112f"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","d8a3cb1d-c118-40e0-ad3d-aaf8ebe3112f"
"Help to travel outside the country","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","d8a3cb1d-c118-40e0-ad3d-aaf8ebe3112f"
"نيجيريا","country_destination_3_months_other","to could be recoded","0cc1ca71-5ee5-46af-99e3-4c79e01c5c99"
"They have applied but there is no answer","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","c9a83473-13fb-4ca6-bc50-76baa1e556c1"
"Came to the orginal home due to two years contstruction from 4 august blast","relocating_primary_reason_other","to could be recoded","38e846ef-6aa1-42bf-9b93-47edabee6ec1"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","b2a065aa-d616-45ce-8a0b-8911e5deff86"
"She need to help her kids in Kenya","third_priority_need_other","to could be recoded","b2a065aa-d616-45ce-8a0b-8911e5deff86"
"ركبت الواح طاقة","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","1f969e0d-5d95-42aa-8c09-fb938b9d9a68"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","6d159ced-857f-4d4c-be26-7dc5df0e162f"
"النقد المادي","first_priority_need_other","to could be recoded","6d159ced-857f-4d4c-be26-7dc5df0e162f"
"مرضت زوجته فجاء ليعالجها","main_reasons_hh_migrated_to_lebanon_other","to could be recoded","d4f5aa93-3e3a-4514-94bc-239ba05e6945"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","d4f5aa93-3e3a-4514-94bc-239ba05e6945"
"مصاريف اطفاله في مصر","main_reasons_taking_debt_other","to could be recoded","e8b11b25-5b53-4f17-b900-70ec7be11c38"
"شراء نقلة مياه","adapt_to_lack_of_water_other","to could be recoded","e8b11b25-5b53-4f17-b900-70ec7be11c38"
"الاسرة لا تسكن في لبنان","reason_some_hh_memebers_have_no_legal_residency_in_lebanon_other","to could be recoded","e8b11b25-5b53-4f17-b900-70ec7be11c38"
"التعرض للتهديد من غير عنف","main_safety_security_concerns_for_men_other","to could be recoded","e8b11b25-5b53-4f17-b900-70ec7be11c38"
"تركيب خزان آخر و مضخة لسحب المياه","adapt_to_lack_of_water_other","to could be recoded","b1f1c1f8-5c43-487e-a450-eb65fa911c06"
"التعليم","first_priority_need_other","to could be recoded","b1f1c1f8-5c43-487e-a450-eb65fa911c06"
"عبر الكفيل","hh_preferred_channel_of_receiving_information_other","to could be recoded","b1f1c1f8-5c43-487e-a450-eb65fa911c06"
"البحث من خلال السؤال","accessing_medication_coping_mechanisms_other","to could be recoded","42c55b2e-ddff-4523-8d33-6c353dc8f9ed"
"استخدام البطاريات","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","42c55b2e-ddff-4523-8d33-6c353dc8f9ed"
"American","hoh_nationality_other","to could be recoded","2cea1e2e-d9ab-4534-9e2b-2e5341f4e17e"
"استخدام الحطب في الطهي","cooking_energy_sources_other","to could be recoded","2cea1e2e-d9ab-4534-9e2b-2e5341f4e17e"
"In a room in a gas station","shelter_type_hh_live_in_other","to could be recoded","f34ce7f9-a8d2-4547-84f9-6436b7aed947"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","801ac1b1-6ac5-4f84-b219-7ac6183c9d61"
"دعم من ابنها في الخارج","main_sources_of_income_other","to could be recoded","d34656d5-180f-4190-a625-0642d3540ab7"
"دعم من الخارج","main_sources_of_income_other","to could be recoded","50b6302b-e630-4203-8023-eb8afb2e570f"
"نزاع مسلح
","main_safety_security_concerns_for_women_other","to could be recoded","e5f3fa16-705c-4eb0-b0f0-e867d3fcabb1"
"نزاع مسلح","main_safety_security_concerns_for_men_other","to could be recoded","e5f3fa16-705c-4eb0-b0f0-e867d3fcabb1"
"نزاع مسلح","main_safety_security_concerns_for_girls_less_than_18_other","to could be recoded","e5f3fa16-705c-4eb0-b0f0-e867d3fcabb1"
"نزاع مسلح","main_safety_security_concerns_for_boys_less_than_18_other","to could be recoded","e5f3fa16-705c-4eb0-b0f0-e867d3fcabb1"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","0a03b412-8f8e-43d1-a8fd-badfee6b7cb9"
"لا يوجد رد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","be61f709-69f9-4122-8b11-e20ebe2e35c7"
"لا يوجد رد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","830e1602-cfe6-4e99-8eef-6be63f80b7d7"
"بدل نقل","second_priority_need_other","to could be recoded","830e1602-cfe6-4e99-8eef-6be63f80b7d7"
"اسكان","occupancy_arrangement_in_current_dwelling_other","to could be recoded","35171965-1fa0-4c5f-b537-092e71d26f01"
"مساعدة في الخروج من البلد و الهجرة","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","a97b8226-8a0f-4bb7-b0ad-05030aea7ab2"
"الاقامة خارج المنطقة الأصلية","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","fc6e12ef-5873-4f6c-82e2-a1aeb5fa7a46"
"الجارة عطتها خط كهربا","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","0e6272c4-51ed-4aaf-96cf-1b3a28039d0b"
"يوجد بير لا نقص في المياه","adapt_to_lack_of_water_other","to could be recoded","c16b4db7-9d19-450b-b6d0-359429d402ee"
"Bir","adapt_to_lack_of_water_other","to could be recoded","a732224a-4b10-47d1-a376-e0ef9c20dc51"
"احضار المياه من الجبل","other_sources_of_drinking_water_other","to could be recoded","d270f87f-934d-4b50-8a84-739e79dc2e88"
"Egypt","country_destination_3_months_other","to could be recoded","664335fb-b73b-41ca-a83e-63ab2bb39d4c"
"لا يوجد","adapt_to_lack_of_water_other","to could be recoded","ae06e2ae-d08d-41ee-b156-76c818451c36"
"بعد انفجار المرفأ","relocating_primary_reason_other","to could be recoded","ba352ed7-5308-478a-947b-ae55cbc8d4f4"
"لا يحتاجون بسبب وجوع بئر في المنطقة","adapt_to_lack_of_water_other","to could be recoded","76fef0c5-5fdb-4a20-9731-0a8fb258eec8"
"ليسم بحاجة","adapt_to_lack_of_water_other","to could be recoded","b8e46b76-79ff-455b-921c-20fa7ace0345"
"العمر","employment_main_barriers_other","to could be recoded","bf794798-e0f8-4466-bb57-67c6ecca40cf"
"باهظة الثمن","issues_accessing_hygien_items_other","to could be recoded","bf794798-e0f8-4466-bb57-67c6ecca40cf"
"تأمين المازوت للتدفئة","second_priority_need_other","to could be recoded","bf794798-e0f8-4466-bb57-67c6ecca40cf"
"لسنا بحاجة بسبب وجود نبع في المنطقة","adapt_to_lack_of_water_other","to could be recoded","88b03a40-ba14-4041-ae83-68e611fdaea9"
"لديهم بئر","adapt_to_lack_of_water_other","to could be recoded","72ecc886-0b7d-421e-b515-38ab5337a3e7"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","5126c8f5-1b94-4059-8f55-767d409d16e3"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","8b2e6855-6c03-4bf3-935d-dcd11c657269"
"محسوبيات","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","8b2e6855-6c03-4bf3-935d-dcd11c657269"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","a112a037-54c9-46bb-9f4e-890ecef732f9"
"محسوبيات","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","a112a037-54c9-46bb-9f4e-890ecef732f9"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","d3b4d660-75d2-4cf8-a743-417cc90c69b7"
"لا يتم الرد","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","d3b4d660-75d2-4cf8-a743-417cc90c69b7"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","1dab44cb-34bd-4222-a76b-a92df43d96ae"
"لا يتم الرد","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","1dab44cb-34bd-4222-a76b-a92df43d96ae"
"They have applied but there is no answer","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","eb1481e1-466c-419a-a10a-e7507fa53d39"
"Drug abuse","main_safety_security_concerns_for_men_other","to could be recoded","eea29194-b81f-489f-a81a-2a38d02101e0"
"Drug abuse","main_safety_security_concerns_for_men_other","to could be recoded","77884791-96a0-418c-be38-1433afbf19c2"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","92b05d7e-c6bb-4c52-820a-b0eac1d0e478"
"Not applicable","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","92b05d7e-c6bb-4c52-820a-b0eac1d0e478"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","bf764594-9344-418a-a78d-1bfa4914d7c7"
"Not applicable","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","bf764594-9344-418a-a78d-1bfa4914d7c7"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","d38229cf-24b2-4ed2-bfc4-93e62a72ae54"
"Not applicable","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","d38229cf-24b2-4ed2-bfc4-93e62a72ae54"
"He came to work with UNIFEL.","main_reasons_hh_migrated_to_lebanon_other","to could be recoded","e157d610-d597-44c6-a2a8-8d8c10db260b"
"From neighbours","hh_electricity_sources_other","to could be recoded","c1f38dd7-e29c-41e8-8457-2e09f319fa4e"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","05e532dd-9f8c-48b1-be25-f683f097e9ec"
"Buy a tanker truck.","adapt_to_lack_of_water_other","to could be recoded","88fe67f3-c23a-4355-8a21-a283da7ed9d7"
"They have a bore-hole.","adapt_to_lack_of_water_other","to could be recoded","0c839f0f-1f89-43ef-987a-861175d3bda3"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","b5e295a6-3a85-4165-ab96-6099100b6dc4"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","da04a80e-0e0e-4757-a826-30438c01036d"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","d449ffb7-7553-4710-8bc5-2abee18ed69f"
"Using water at a friend's house to wash.","adapt_to_lack_of_water_other","to could be recoded","e126221c-154f-49e3-b2af-1330b58b3f0a"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","c578fc37-e25d-4883-95a7-37cdf7247c05"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","884d6fbb-c4cf-40ac-8d1d-2c43a1790538"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","f3398eb5-4679-4620-b263-d1465368cc5f"
"Senegal","hoh_nationality_other","to could be recoded","087dbc9c-9d16-4517-9c03-b220627e8ec7"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","087dbc9c-9d16-4517-9c03-b220627e8ec7"
"تعيش مع والدتها في بيروت","reason_children_are_not_living_in_the_hh_other","to could be recoded","17beeb49-06fd-4b81-b51c-a67a1bef859a"
"He came to work at UNIFEL","main_reasons_hh_migrated_to_lebanon_other","to could be recoded","d3d2c94a-da24-4de5-9bd8-e08c66511ef4"
"Kids are at Philippine.","reason_children_are_not_living_in_the_hh_other","to could be recoded","d3d2c94a-da24-4de5-9bd8-e08c66511ef4"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","950c441c-233d-44c3-9303-d54883fa2e5a"
"They never came to this neighbourhood until today","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","950c441c-233d-44c3-9303-d54883fa2e5a"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","cccff299-6a4d-4bde-8fed-cc1bb47e4d09"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","7048a0eb-a687-477d-963c-59289c7055db"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","f52dac09-d13b-4102-8d7c-52e1b6f94fcc"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","16abf2c5-e09f-48ea-a1b8-4138f054cbf0"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","f088e2b7-3f83-4dcf-98b3-3968a6214b9c"
"الكفيل يأخذ النفايات الى المستوعبات البعيدة","how_waste_managed_other","to could be recoded","f088e2b7-3f83-4dcf-98b3-3968a6214b9c"
"انتظار الطاقة الكهربائية","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","f088e2b7-3f83-4dcf-98b3-3968a6214b9c"
"البحث عن كفيل جديد لزيادة المعاش","first_priority_need_other","to could be recoded","f088e2b7-3f83-4dcf-98b3-3968a6214b9c"
"Not applicalbe","adapt_to_lack_of_water_other","to could be recoded","8a21568a-a43c-47db-8d78-bdc988849402"
"الاماكن البعيدة عن الحي","areas_women_girls_in_community_avoid_or_feel_unsafe_about_other","to could be recoded","8a21568a-a43c-47db-8d78-bdc988849402"
"ابنها حصل له حادث مروري اضطرها الى الدين من المستشفى من اجل نفقات علاج الشخص الآخر المصاب","main_reasons_taking_debt_other","to could be recoded","e8fd7817-ad62-47aa-bd8b-f02b2d842862"
"تعبئة غالونات عندما تكون مياه الدولة متوفرة","adapt_to_lack_of_water_other","to could be recoded","e8fd7817-ad62-47aa-bd8b-f02b2d842862"
"Al mintaka l moujawira","areas_women_girls_in_community_avoid_or_feel_unsafe_about_other","to could be recoded","ab3fa44a-7b7e-40f6-a74d-1416a134f00c"
"Colombia","country_destination_12_months_other","to could be recoded","63fbca73-291f-466e-85f3-2cea41ca1683"
"They give people who doesn't need help","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","63fbca73-291f-466e-85f3-2cea41ca1683"
"خدمات النقل","second_priority_need_other","to could be recoded","16746377-b426-48ff-9771-8488b2e2580a"
"No water problem","adapt_to_lack_of_water_other","to could be recoded","31268f4d-de0c-4f23-8bae-5d245d45d68c"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","31268f4d-de0c-4f23-8bae-5d245d45d68c"
"وسائل تدفئة","third_priority_need_other","to could be recoded","c362dce7-919e-4f01-93bb-7f0478cf297d"
"دول الخليج","country_destination_12_months_other","to could be recoded","e1040f59-0491-47d0-8574-3c98e5adf594"
"كهرباء زحلة","hh_electricity_sources_other","to could be recoded","e1040f59-0491-47d0-8574-3c98e5adf594"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","96564bad-521b-44c8-bf49-8adfb586ddb0"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","320d7068-d1ef-48ed-8ccc-fb2eedf73558"
"No lack of water","adapt_to_lack_of_water_other","to could be recoded","afb3649d-eb9c-4d11-943f-e652100b44b6"
"Fuel for winter","main_reasons_taking_debt_other","to could be recoded","e7797cd5-ff6d-4bf3-adca-dcc6fef8852e"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","e7797cd5-ff6d-4bf3-adca-dcc6fef8852e"
"توزيع المساعدات الى عيل ليس بحاجه","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","5d3b3637-913c-48b0-bf84-dd03db277c24"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","d6a73000-3f26-4daa-bd8f-83fbc000752e"
"Panama","country_destination_12_months_other","to could be recoded","10bcf1fc-d92a-4c99-a64e-08d880a072ed"
"Solar system","main_reasons_taking_debt_other","to could be recoded","10bcf1fc-d92a-4c99-a64e-08d880a072ed"
"They give people who doesn't need help as much as them","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","10bcf1fc-d92a-4c99-a64e-08d880a072ed"
"فتح مصلحة النجارة","main_reasons_taking_debt_other","to could be recoded","5581cc84-70bb-4662-a428-cc2cf4935046"
"وفرة بالمياه","adapt_to_lack_of_water_other","to could be recoded","5581cc84-70bb-4662-a428-cc2cf4935046"
"الزواج
","relocating_primary_reason_other","to could be recoded","7f7822da-32d3-4b32-81b3-c4a6ee411656"
"السبب ان لديه ولدين من ذوي الاحتياجات الخاصة (مقعدين)","main_reason_trouble_meeting_essential_needs_other","to could be recoded","38d8ce31-8c34-43e9-8715-e41dbfe492dc"
"Chadian","hoh_nationality_other","to could be recoded","213deac8-1c2d-4fba-ae19-41dcf07a97dc"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","a3751764-5345-493d-8032-5d20dc192f34"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","5ec9a584-162d-4a4c-87a2-18d484c8070b"
"High rental","relocating_primary_reason_other","to could be recoded","da8e7ce0-03d1-47a8-bd36-bf1f6e2516e5"
"Indian","hoh_nationality_other","to could be recoded","90e69a35-8b3d-4737-a13b-c0f67ed801b4"
"Not applicabale","adapt_to_lack_of_water_other","to could be recoded","90e69a35-8b3d-4737-a13b-c0f67ed801b4"
"Indian","hoh_nationality_other","to could be recoded","959b9c6d-9f89-478f-bc98-586a79d6ebae"
"NA","adapt_to_lack_of_water_other","to could be recoded","959b9c6d-9f89-478f-bc98-586a79d6ebae"
"Sacked from school","main_reason_child_drop_out_other","to could be recoded","ba007340-cd1e-483a-a07e-d0c2929f596a"
"Drug abusse","main_safety_security_concerns_for_men_other","to could be recoded","2c635b6b-ca6b-4683-a6c5-1115c7e9b601"
"NA","adapt_to_lack_of_water_other","to could be recoded","66d56c18-7d9c-471d-8b77-583a51d1c752"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","63c49c53-81b2-4560-b735-c1cf29bdf7ba"
"They never came until recently","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","63c49c53-81b2-4560-b735-c1cf29bdf7ba"
"مستوعبات النفايات في مناطق مجاورة","how_waste_managed_other","to could be recoded","63db15d6-9223-471f-b74a-51e76dd1d562"
"لا يوجد رد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","d48c3ed4-c96d-4974-be81-3444042fc6c4"
"محسوبية ويعطون من ليس بحاجة ولا يعطون من هو محتاج","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","d48c3ed4-c96d-4974-be81-3444042fc6c4"
"Furniture","main_reasons_taking_debt_other","to could be recoded","3067eb0f-69ee-4bdf-a48a-027cdfc2654d"
"Marriage","main_reasons_hh_migrated_to_lebanon_other","to could be recoded","7b37fc56-5e6b-4702-b819-bffe5dc14ec7"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","c35b38f3-fb17-4249-9939-5ec20852e1a4"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","fd02c5f4-ac31-44e9-9d03-87182ac36b77"
"لا يوجد نقص","adapt_to_lack_of_water_other","to could be recoded","12d644eb-4fc5-42b4-8a98-e927ec80bf35"
"Ups","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","167b6ff1-a60e-4795-8afb-7fcedfcca70f"
"NA","adapt_to_lack_of_water_other","to could be recoded","7caadab9-6217-42bc-963d-427b6ba44ee4"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","5977a354-66f8-4db0-ab18-0a56566880d6"
"لا يريد","main_reason_child_drop_out_other","to could be recoded","dad53e63-b80e-4ce4-8127-03368143eedd"
"رفض بدون سبب من قبل الجهات الانسانية","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","059700ae-0564-4485-9f03-8f6571e0f0da"
"يريد المالك ان يرفع من الاجار والمستأجرين يرفضون","reason_to_issue_notice_other","to could be recoded","503ce985-a97d-4815-a20d-616976cfce95"
"امداد خط كهرباء من الجار","hh_electricity_sources_other","to could be recoded","503ce985-a97d-4815-a20d-616976cfce95"
"Not applicable","adapt_to_lack_of_water_other","to could be recoded","c002a1c3-56ec-4535-9c3e-d19b9917686d"
"They never came before","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","c002a1c3-56ec-4535-9c3e-d19b9917686d"
"امداد خط كهرباء من الجار .","hh_electricity_sources_other","to could be recoded","a3af2235-fae4-477d-92f5-e28dcc99fd9c"
"امداد خط كهرباء من  الجيران","hh_electricity_sources_other","to could be recoded","9735d443-72e0-4022-810e-b0d6e260d732"
"Their late Father came to lebanon looking for work","main_reasons_hh_migrated_to_lebanon_other","to could be recoded","cd68405d-f25a-4aca-b8e1-2b74ff3d6f77"
"There is no shortage in water to adapte","adapt_to_lack_of_water_other","to could be recoded","7455b931-1695-4245-8a93-8a73fc948907"
"They have applied but there is no answer","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","3e7b1251-4465-4e27-b935-899adfcead31"
"الإستعاتة بصهاريج المياه","adapt_to_lack_of_water_other","to could be recoded","28ec8b7a-2ce5-469c-b969-3bf36962e2ab"
"استراليا","country_destination_3_months_other","to could be recoded","b8dcd797-6259-4abf-9d9d-f345cafa5d9f"
