uuid,old_value,question,issue,check_id,check_binding,enumerator_num,date_assessment,change_type,new_value
7edc66f0-1fe0-4394-80e4-2af1e3417ab4,148.44328 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 7edc66f0-1fe0-4394-80e4-2af1e3417ab4,6,44383,remove_survey,NA
7f2a0c6a-529b-481f-963f-a96dca2ec034,5,...1,outlier (log distribution),NA,...1 ~/~ 7f2a0c6a-529b-481f-963f-a96dca2ec034,15,44381,no_action,NA
7f2e66bb-302f-4ceb-9630-138ab95f58b6,20,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 7f2e66bb-302f-4ceb-9630-138ab95f58b6,9,44383,no_action,NA
7f2e66bb-302f-4ceb-9630-138ab95f58b6,28,tank_fill_piped,outlier (normal distribution),NA,tank_fill_piped ~/~ 7f2e66bb-302f-4ceb-9630-138ab95f58b6,9,44383,no_action,NA
7f2e66bb-302f-4ceb-9630-138ab95f58b6,7,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ 7f2e66bb-302f-4ceb-9630-138ab95f58b6,9,44383,no_action,NA
7f2e66bb-302f-4ceb-9630-138ab95f58b6,50000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ 7f2e66bb-302f-4ceb-9630-138ab95f58b6,9,44383,no_action,NA
7f45446d-9423-4410-96ab-a992e99303b6,تعرض انابيب المياه والضاغطات التي تؤدي المياه للتلك المنطقه للتلف بسبب الحرب ولم يتم صيانتها ولم يتم تصليحها  لعدم توفر المواد الاوليه الخاصه بل مياه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 7f45446d-9423-4410-96ab-a992e99303b6,10,44384,no_action,NA
7f52b0c7-36bd-4473-8dc8-5f6fc47ef044,162.99222 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 7f52b0c7-36bd-4473-8dc8-5f6fc47ef044,16,44383,remove_survey,NA
7f70ad9e-457e-482d-a870-d2562f725f34,"ضعف في ضغط الماء 
لا توجد عداله في التوزيع",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 7f70ad9e-457e-482d-a870-d2562f725f34,5,44387,no_action,NA
7f70ad9e-457e-482d-a870-d2562f725f34,0.344594594594595,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 7f70ad9e-457e-482d-a870-d2562f725f34,5,44387,no_action,NA
7f71d6fa-8f05-4938-a75f-00110f798c35,"لان منزلنا يقع في نهايه المنطقه ولا يصل إليها الماء بسهوله 
ولا توجد واسطه لدينا لكي نحصل على الماء",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 7f71d6fa-8f05-4938-a75f-00110f798c35,5,44391,no_action,NA
7f7a6714-a334-4079-bfe4-e590667f4aee,246.00292 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 7f7a6714-a334-4079-bfe4-e590667f4aee,8,44383,remove_survey,NA
804f474b-594f-491f-8842-04a6d86ff6cb,عدنان الاهتمام من قبل الموضفين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 804f474b-594f-491f-8842-04a6d86ff6cb,8,44390,no_action,NA
804f474b-594f-491f-8842-04a6d86ff6cb,0.547297297297297,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 804f474b-594f-491f-8842-04a6d86ff6cb,8,44390,no_action,NA
816f41ec-603e-4d5d-a284-8bdb9cbf913d,عدم وجود تخصيصات مالية,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 816f41ec-603e-4d5d-a284-8bdb9cbf913d,3,44388,no_action,NA
816f41ec-603e-4d5d-a284-8bdb9cbf913d,عدم وجود شبكة ماء لهذا الحي,problems_water_main_complaint_other,recode other,NA,problems_water_main_complaint_other ~/~ 816f41ec-603e-4d5d-a284-8bdb9cbf913d,3,44388,no_action,NA
816f41ec-603e-4d5d-a284-8bdb9cbf913d,0.554054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 816f41ec-603e-4d5d-a284-8bdb9cbf913d,3,44388,no_action,NA
818b0141-919e-4ba1-816b-e2fc62c78037,منطقه مرتفعة  وضخ ماء ضعيف من مديرية مياه ولاتصل الي بيوت بصعوبه كبيرة,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 818b0141-919e-4ba1-816b-e2fc62c78037,2,44387,no_action,NA
842b1321-7ab5-4494-b98b-29ae93fc654e,مستوى الدفع ضعيفه لأنها بعيده عن الخط الرئيسي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 842b1321-7ab5-4494-b98b-29ae93fc654e,15,44383,no_action,NA
84c8db18-b1fa-4ba6-a764-b77b642353a3,60000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ 84c8db18-b1fa-4ba6-a764-b77b642353a3,1,44384,no_action,NA
84c8db18-b1fa-4ba6-a764-b77b642353a3,127.44407 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 84c8db18-b1fa-4ba6-a764-b77b642353a3,1,44384,remove_survey,NA
84c8db18-b1fa-4ba6-a764-b77b642353a3,مشروع الماء بعيد جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 84c8db18-b1fa-4ba6-a764-b77b642353a3,1,44384,no_action,NA
84e4d83b-0d74-40d3-a73f-64c9746e3b57,اعطونا الصلاحية بتوصيل الماء لبيوتنا ولكن بسبب بعد البيت يقولون لنا قومو بتوصيل الانابيب على حسابكم الخاص,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 84e4d83b-0d74-40d3-a73f-64c9746e3b57,9,44386,no_action,NA
85b38bb4-a3d4-41b0-b3f2-617ac91d23d6,24,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 85b38bb4-a3d4-41b0-b3f2-617ac91d23d6,9,44389,no_action,NA
85b38bb4-a3d4-41b0-b3f2-617ac91d23d6,مد شبكة مياه جديدة الى حي المنتظر,suggestions_improve_services_other,recode other,NA,suggestions_improve_services_other ~/~ 85b38bb4-a3d4-41b0-b3f2-617ac91d23d6,9,44389,no_action,NA
86d4a823-af6f-418c-bacb-3906f7fcf0c0,ضعف في ضغط المياه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 86d4a823-af6f-418c-bacb-3906f7fcf0c0,10,44387,no_action,NA
87489f51-4fce-4752-a417-2b0232d3c815,عدم توفر صيانه كاملة للمياه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 87489f51-4fce-4752-a417-2b0232d3c815,8,44388,no_action,NA
87489f51-4fce-4752-a417-2b0232d3c815,المياه غير نضيفه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 87489f51-4fce-4752-a417-2b0232d3c815,8,44388,no_action,NA
8790ce5c-1c35-41a2-b3c0-538f937d5397,2,...1,outlier (log distribution),NA,...1 ~/~ 8790ce5c-1c35-41a2-b3c0-538f937d5397,13,44382,no_action,NA
8790ce5c-1c35-41a2-b3c0-538f937d5397,0.554054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 8790ce5c-1c35-41a2-b3c0-538f937d5397,13,44382,no_action,NA
87d64595-1a2f-4cd2-99b3-723134f45ff6,قلة المياه التي توفر لهذا الحي.اضافة ان ضغط الماء ضعيف.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 87d64595-1a2f-4cd2-99b3-723134f45ff6,11,44389,no_action,NA
8820cc05-4a20-476a-9595-c36f1c186dd4,خارج حدود البلدية,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 8820cc05-4a20-476a-9595-c36f1c186dd4,13,44386,no_action,NA
883d401a-7c84-4a8b-8730-34f8659b3b30,"دفع الماء ضعيف جدا
ساعات التجهيز تكون اقل من داخل تلعفر",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 883d401a-7c84-4a8b-8730-34f8659b3b30,16,44386,no_action,NA
89da39a9-b3cb-4dec-9c9e-6dca1b97364a,توزيع غير عادل بين الاحياء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 89da39a9-b3cb-4dec-9c9e-6dca1b97364a,7,44388,no_action,NA
8b8af232-1d72-4ddc-ae50-f1be0e48c256,ضغط المياه قليلة,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 8b8af232-1d72-4ddc-ae50-f1be0e48c256,14,44390,no_action,NA
8b8af232-1d72-4ddc-ae50-f1be0e48c256,دائرة مياه تلعفر لاتقوم باي تحسين او تطوير من ارض الواقع,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 8b8af232-1d72-4ddc-ae50-f1be0e48c256,14,44390,no_action,NA
8c7568cb-0815-4b9a-a19e-89b3db792441,كل مرة نقوم بزيارة الدائرة ونطرح عليهم نفس المشكلة يكون الرد من قبل الموظفين...هذا هو الحال ان رضيتم ام لا سيبقى الحال على ماهو عليه.اي انهم لايهتمون لوضع الناس ان كان لديهم كمية كافية من الماء ام لا وهذا يعتبر اهمال وتقصير من قبل الدائرة ويجب اتخاذ الاجراءات اللازمة من قبلكم لتحسين الوضع.,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 8c7568cb-0815-4b9a-a19e-89b3db792441,11,44382,no_action,NA
8d50e03e-f424-4fe4-94da-19da63ce2e5a,ليس هناك اي حل لتحسين جودة وزيادة عدد ايام التجهيز مع الافتقار الى الكادر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 8d50e03e-f424-4fe4-94da-19da63ce2e5a,14,44383,no_action,NA
8d50e03e-f424-4fe4-94da-19da63ce2e5a,5,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ 8d50e03e-f424-4fe4-94da-19da63ce2e5a,14,44383,no_action,NA
8d50e03e-f424-4fe4-94da-19da63ce2e5a,كون المنطقة تقع في بداية تلعفر وتفتقر الى شبكة امدادات جديدة,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 8d50e03e-f424-4fe4-94da-19da63ce2e5a,14,44383,no_action,NA
8d857fe1-85d1-41ee-baca-c0c1a7b2ec58,ليس هناك تحسين لمياه القضاء والدائرة عاجزة عن حل هذا المعانات,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 8d857fe1-85d1-41ee-baca-c0c1a7b2ec58,14,44388,no_action,NA
8f7f1b0b-77c5-4271-9a55-44305fbeb1c8,0.310810810810811,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 8f7f1b0b-77c5-4271-9a55-44305fbeb1c8,4,44388,no_action,NA
8f7f1b0b-77c5-4271-9a55-44305fbeb1c8,سوء التنظيم وقله ضغط الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 8f7f1b0b-77c5-4271-9a55-44305fbeb1c8,4,44388,no_action,NA
90e04250-0e94-42a2-8a3d-676df3dd7edb,0.587837837837838,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 90e04250-0e94-42a2-8a3d-676df3dd7edb,12,44386,no_action,NA
90e8ef05-9604-471e-8c1a-94fa5592cc46,21.49333 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 90e8ef05-9604-471e-8c1a-94fa5592cc46,8,44384,remove_survey,NA
90e8ef05-9604-471e-8c1a-94fa5592cc46,عدد الموظفين جدا قليل مع ضعف ضخ المياه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 90e8ef05-9604-471e-8c1a-94fa5592cc46,8,44384,no_action,NA
913454ce-56df-4c99-b971-4e4eda955676,152.07502 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 913454ce-56df-4c99-b971-4e4eda955676,7,44383,remove_survey,NA
916f1917-3613-4cc3-a3b6-978e31926c7e,2000000,inc_employment_pension,outlier (normal distribution),NA,inc_employment_pension ~/~ 916f1917-3613-4cc3-a3b6-978e31926c7e,11,44390,no_action,NA
916f1917-3613-4cc3-a3b6-978e31926c7e,بسبب قلة المياه التي توفر للحي.بالاضافة ان ضغط الماء ضعيف.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 916f1917-3613-4cc3-a3b6-978e31926c7e,11,44390,no_action,NA
916f1917-3613-4cc3-a3b6-978e31926c7e,1500000,tot_expenses,outlier (normal distribution),NA,tot_expenses ~/~ 916f1917-3613-4cc3-a3b6-978e31926c7e,11,44390,no_action,NA
92054e7c-40e9-4865-a6b3-4b3b3a6ef324,50000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ 92054e7c-40e9-4865-a6b3-4b3b3a6ef324,10,44386,no_action,NA
92426be1-c046-495d-a6af-069ed71091ee,ضعف في مضخات المياه وعدم تحمل مشروع مياه تلعفر لتزويد المنطقه بلمياه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 92426be1-c046-495d-a6af-069ed71091ee,10,44390,no_action,NA
93095da3-5291-4d16-a19a-41bf13144bfe,قله تجهيز الحي مثل باقي الاحياء وتوزيع غير عادل بين بقيه الاحياء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 93095da3-5291-4d16-a19a-41bf13144bfe,6,44388,no_action,NA
9497d00b-ff04-4275-bd64-919234d61905,"الماء ياتي ضعيف جدا 
ولا يتم ضخ الماء بانتظام في انتظام",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 9497d00b-ff04-4275-bd64-919234d61905,4,44391,no_action,NA
956b5ed0-5a62-41b7-aec3-af93fbc5b494,84,age_respondent_r,outlier (normal distribution),NA,age_respondent_r ~/~ 956b5ed0-5a62-41b7-aec3-af93fbc5b494,16,44390,no_action,NA
960a7bcf-c551-4565-b4da-cc4d68b53365,بعد مشروع الماء عن الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 960a7bcf-c551-4565-b4da-cc4d68b53365,1,44385,no_action,NA
964ce8d1-c27b-4ba9-b49a-e43194892934,لايوجد هناك اي تحسين او بوادر لتطوير من هذا الوضع الدائرة عاجزة لعدت اسباب نقص الامكانيات والدعم المالي وكذلك كثرت التجاوزات على الخط الرئيسي الداخل الى القضاء سبب في قلة المياه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 964ce8d1-c27b-4ba9-b49a-e43194892934,14,44389,no_action,NA
97ad6294-30c6-454e-a0b3-42126415b767,وذلك لعدم قدرتهم على تامين الماء بشكل مستمر..اي ان الدائرة لديها عجز بكمية الماء التي توزع للسكان.ايضا ضعف شبكة المياه وصغر حجم الانابيب.,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,no_action,NA
97ad6294-30c6-454e-a0b3-42126415b767,18,age_respondent_r,outlier (log distribution),NA,age_respondent_r ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,no_action,NA
97ad6294-30c6-454e-a0b3-42126415b767,اذا قاموا برفع شكوة فهم على دراية من الامر ان الحال لن يتحسن..لذا لم يرفعوا اي شكوة.,problems_water_who_appr_not_other,recode other,NA,problems_water_who_appr_not_other ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,no_action,NA
97ad6294-30c6-454e-a0b3-42126415b767,ليس لديهم اي علم بالموضوع.وذلك لانهم لم يقوموا بزيارة الدائرة من قبل.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,no_action,NA
97ad6294-30c6-454e-a0b3-42126415b767,4,air_coolers_hours,outlier (log distribution),NA,air_coolers_hours ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,no_action,NA
97ad6294-30c6-454e-a0b3-42126415b767,174.49127 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,remove_survey,NA
97ad6294-30c6-454e-a0b3-42126415b767,0.337837837837838,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 97ad6294-30c6-454e-a0b3-42126415b767,11,44384,no_action,NA
987dbeee-d809-4a62-b2ed-15a1673f4f18,جدول توزيع المياه عبر الشبكات غير منتظم حيث يتوفر بصورة غير منتظمة حسب المنطقة مع العلم مصدر المياه واحد,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 987dbeee-d809-4a62-b2ed-15a1673f4f18,14,44382,no_action,NA
987dbeee-d809-4a62-b2ed-15a1673f4f18,ليس هنالك اي بوادر لتطوير الشبكات مع العلم ليس هنالك اي وجود نقص بالمعدات او الكادر الا انا هنالك فساد في الدوائر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 987dbeee-d809-4a62-b2ed-15a1673f4f18,14,44382,no_action,NA
989c78b5-6244-4f7c-b95f-bc81975c3cf2,عدم اهتمام واضح بالحي وبعد مشروع الماء وقلة مصادر الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 989c78b5-6244-4f7c-b95f-bc81975c3cf2,3,44390,no_action,NA
98aae274-c193-4992-8dbd-25133a01bdbc,هذه المنطقة تفتقر الى امدادات الشبكة بصورة منظمة حيث لا يتوفر الماء الا مرة واحدة كل خمسة ايام مقارنة مع باقي المناطق,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 98aae274-c193-4992-8dbd-25133a01bdbc,14,44383,no_action,NA
98aae274-c193-4992-8dbd-25133a01bdbc,ليس هنالك اي خطة او تطوير للمشروع وكذلك لشبكات المياه حيث يتم الاعتماد على الشبكة القديمة والتي تبعد عن هذا الموقع,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 98aae274-c193-4992-8dbd-25133a01bdbc,14,44383,no_action,NA
98b22397-8ffd-460e-8ff7-1aa5172714b7,محاسبة المتجاوزين على شبكة المياه والقاء على التجاوزات والتوزيع العادل للمياه على كافه القضاء,suggestions_improve_services_other,recode other,NA,suggestions_improve_services_other ~/~ 98b22397-8ffd-460e-8ff7-1aa5172714b7,9,44390,no_action,NA
98b22397-8ffd-460e-8ff7-1aa5172714b7,يتم توفير المياه لايام اقل في حيننا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 98b22397-8ffd-460e-8ff7-1aa5172714b7,9,44390,no_action,NA
994a60b8-e640-425c-9774-160651d7af04,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 994a60b8-e640-425c-9774-160651d7af04,3,44382,change_response,FALSE
994a60b8-e640-425c-9774-160651d7af04,شبكة الماء لا تصل الى جميع الدور مشروع واحد فقط لعدد قرى كثيره,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 994a60b8-e640-425c-9774-160651d7af04,3,44382,no_action,NA
994a60b8-e640-425c-9774-160651d7af04,175000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 994a60b8-e640-425c-9774-160651d7af04,3,44382,no_action,NA
9a0fd376-758b-4710-b68f-6764382b0441,منطقه كبيره وتوزيع غير منتظم ولا فيه عداله,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 9a0fd376-758b-4710-b68f-6764382b0441,4,44385,no_action,NA
9b479f8f-0f87-40a3-870f-7ca55c3bc093,0.581081081081081,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 9b479f8f-0f87-40a3-870f-7ca55c3bc093,9,44391,no_action,NA
9b479f8f-0f87-40a3-870f-7ca55c3bc093,بسبب انه الحي في منطقة زراعية وخارج الحدود البلدية لتلعفر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 9b479f8f-0f87-40a3-870f-7ca55c3bc093,9,44391,no_action,NA
9be16d4b-44cb-4466-b2b4-ac30751b81e6,0.567567567567568,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 9be16d4b-44cb-4466-b2b4-ac30751b81e6,10,44387,no_action,NA
9cf0d61a-ea7e-47ea-9174-9c7a62aa9e1c,وجود العلاقات مع بعض الاشخاص الذين يتمتعون بالنفوذ داخل تلعفر هو سبب رئيسي في هذه المشكلة,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 9cf0d61a-ea7e-47ea-9174-9c7a62aa9e1c,14,44384,no_action,NA
9cf0d61a-ea7e-47ea-9174-9c7a62aa9e1c,ليس هناك اي تحسين ولا وجود لاي خطة او عمل ملحوض على ارض الواقع وليس هناك اي حل علما ان هذه المشكلة من قبل سنين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 9cf0d61a-ea7e-47ea-9174-9c7a62aa9e1c,14,44384,no_action,NA
9ea03a5e-aad9-46b3-99bc-7c0786d1abce,لاياتي الماء لساعات كافيه أضافه إلى أنه يأتي الماء في الأسبوع مره واحده,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 9ea03a5e-aad9-46b3-99bc-7c0786d1abce,15,44391,no_action,NA
9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,94.88542 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,5,44383,remove_survey,NA
9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,"يريدون مبالغ عاليه لا تتوفر لدينا 
ولا يوجد فيها نائب في البرلمان",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,5,44383,no_action,NA
9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,5,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ 9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,5,44383,no_action,NA
9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,"من المناطق الفقيرة 
والعالية
والغير مبلطه ولا يسكن فيها من يمتلك السلطه",trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 9ea46319-00a2-4e8b-9e7f-2bd9510d5b5c,5,44383,no_action,NA
9eeec67f-6bf7-4948-900e-2101b6346fc1,18,air_coolers_nb,outlier (normal distribution),NA,air_coolers_nb ~/~ 9eeec67f-6bf7-4948-900e-2101b6346fc1,3,44384,change_response,2
9f705b79-56a9-4695-821d-68c7418bbe2c,بسبب الاهمال من قبل الموضفين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 9f705b79-56a9-4695-821d-68c7418bbe2c,8,44392,no_action,NA
a073d680-2fa3-4726-991b-e6312ff1e760,توزيع غير عادل بين الاحياء ولاتوجد واسطه بينهم,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a073d680-2fa3-4726-991b-e6312ff1e760,6,44388,no_action,NA
a1178e62-5f3e-4fc4-9edc-ec2ea968110a,190.68327 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ a1178e62-5f3e-4fc4-9edc-ec2ea968110a,14,44385,remove_survey,NA
a1178e62-5f3e-4fc4-9edc-ec2ea968110a,وذلك بسبب بعض التجاوزات واسباب اخرى لا اعرفها,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a1178e62-5f3e-4fc4-9edc-ec2ea968110a,14,44385,no_action,NA
a1178e62-5f3e-4fc4-9edc-ec2ea968110a,لايوجد اي تحسين يذكر على ارض الواقع مع الاعتماد على نفس الروتين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ a1178e62-5f3e-4fc4-9edc-ec2ea968110a,14,44385,no_action,NA
a14fa271-dbd7-4cb2-ad77-72fb710a2293,"لايوجد من يمثل الحي لا مختار ولا نائب لجلب مشاريع الماء
قله ضغط الماء بالكامل في حي القلعه
قله ايام التزويد",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a14fa271-dbd7-4cb2-ad77-72fb710a2293,5,44389,no_action,NA
a25fd6d9-aa5f-4d47-90a5-f2057990f830,بعد الحي عن المشروع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a25fd6d9-aa5f-4d47-90a5-f2057990f830,3,44391,no_action,NA
a25fd6d9-aa5f-4d47-90a5-f2057990f830,123.50433 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ a25fd6d9-aa5f-4d47-90a5-f2057990f830,3,44391,remove_survey,NA
a274d30a-f3d7-4574-b4a3-5e535fa8a34f,146.17317 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ a274d30a-f3d7-4574-b4a3-5e535fa8a34f,8,44391,remove_survey,NA
a274d30a-f3d7-4574-b4a3-5e535fa8a34f,بسبب وجود الواسطه والمحسوبيه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ a274d30a-f3d7-4574-b4a3-5e535fa8a34f,8,44391,no_action,NA
a2b29065-a74c-4f23-b934-cbfd784b7694,دفع الماء ضعيف جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a2b29065-a74c-4f23-b934-cbfd784b7694,15,44389,no_action,NA
a2c9f807-c921-4a2b-b284-c62c8cbfcfd5,بعد مشروع الماء عن الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a2c9f807-c921-4a2b-b284-c62c8cbfcfd5,3,44389,no_action,NA
a305ecf7-1abd-4b7e-92e1-b3c37b0db6f6,لايوجد تحسين ولا تطوير للشبكات ولا لكمية ضخ المياه على ارض الواقع مع بقاء التجاوزات,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ a305ecf7-1abd-4b7e-92e1-b3c37b0db6f6,14,44385,no_action,NA
a305ecf7-1abd-4b7e-92e1-b3c37b0db6f6,كثرت التجاوزات على الشبكة احد الاسباب الذي اداء الى ذلك وكذلك عدم انتظام الجدول الزمني لتوزيع المياه على المناطق,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a305ecf7-1abd-4b7e-92e1-b3c37b0db6f6,14,44385,no_action,NA
a352cda0-719c-44ae-8b97-28868a09b3f2,0.560810810810811,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ a352cda0-719c-44ae-8b97-28868a09b3f2,15,44387,no_action,NA
a37512fa-f4ea-4c6c-a873-851f69df6c93,20,air_coolers_nb,outlier (normal distribution),NA,air_coolers_nb ~/~ a37512fa-f4ea-4c6c-a873-851f69df6c93,1,44384,change_response,2
a434003a-1071-444c-8dda-57364bb6beca,عدم اهتمام الحكومة ب مستلزمات المواطن,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a434003a-1071-444c-8dda-57364bb6beca,1,44383,no_action,NA
a50e61cb-e68e-490e-acfb-f9eed2cecc39,يتم تزويدهم بلماء لايام وساعات اكثر مثل منطقة السلام وقرب سيطرة مدخل تلعفر,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ a50e61cb-e68e-490e-acfb-f9eed2cecc39,9,44388,no_action,NA
